,建案名稱,總價,格局/地坪,建坪,位置,網站,latitude,longitude
860,臻藏NO.6,,61.92,台南市北區長榮路五段401巷62號,台南市北區長榮路五段401巷62號,https://tainan.housetube.tw/42137,23.109964,120.301152
861,鴻騏首馥2,,28.5,位址:,台南市安定區蘇厝246-7號,https://tainan.housetube.tw/42124,24.832121,121.237131
862,曉幸運,,位址:,社區,台南市善化區成功段757、754-1,https://tainan.housetube.tw/42123,40.799119,-101.435428
863,悅和雅,,52~82,北區中華北路二段268巷52號,北區中華北路二段268巷52號,https://tainan.housetube.tw/42113,24.81641,120.94934
864,瑞士山莊第8期,,47.5~49.9,台南市七股區大埕段451-1地號,台南市七股區大埕段451-1地號,https://tainan.housetube.tw/42096,,
865,承安永平6,,63.9~63.78,台南市永康區大安街51-2、51-3號,台南市永康區大安街51-2、51-3號,https://tainan.housetube.tw/42095,,
866,承安永平5,,61.14,台南市永康區洲尾街120號,台南市永康區洲尾街120號,https://tainan.housetube.tw/42094,23.0413672,120.2285124
867,承安永平3,,59.36~58.95,台南市永康區洲尾街74巷27、29號,台南市永康區洲尾街74巷27、29號,https://tainan.housetube.tw/42093,44.589631,-81.293849
868,禎藏5,,39.2~41.5,台南市將軍區忠昌段495-15地號,台南市將軍區忠昌段495-15地號,https://tainan.housetube.tw/42088,,
869,向日葵9,,63~73,台南市永康區龍昌街23巷22號,台南市永康區龍昌街23巷22號,https://tainan.housetube.tw/42063,23.030023,120.268486
870,大光墅,48~50萬,52~62,歸仁大光街,歸仁大光街,https://tainan.housetube.tw/42061,22.9750434,120.2974426
871,+樂芙,48~50萬,位址:,首購,仁德區文賢路一段81巷,https://tainan.housetube.tw/42060,22.9446707,120.2223949
872,藏鑽8,48~50萬,51.4~63.4,台南市永康區崑大路155巷73弄10號,台南市永康區崑大路155巷73弄10號,https://tainan.housetube.tw/42056,,
873,平實苑,48~50萬,位址:,社區,台南市東區裕永路11號,https://tainan.housetube.tw/42045,,
874,逸采NO.6,,67.5,南區塩埕路103巷28弄1號,南區塩埕路103巷28弄1號,https://tainan.housetube.tw/41986,,
875,金莎麗緻10,,18.8~30.4,位址:,台南市安南區城西街二段172巷2號,https://tainan.housetube.tw/41982,,
876,吉屋馥寓,,位址:,社區,台南市仁德區長興路87巷,https://tainan.housetube.tw/41970,22.9937173,120.2583346
877,一森青,,44~53,台南市佳里區番子寮122號旁,台南市佳里區番子寮122號旁,https://tainan.housetube.tw/41963,23.109964,120.301152
878,得意人生13期,,位址:,近公園,台南市歸仁區仁愛南街上,https://tainan.housetube.tw/41955,23.109964,120.301152
879,喆園2,,50~59,台南市安南區公學路四段126巷122弄48號,台南市安南區公學路四段126巷122弄48號,https://tainan.housetube.tw/41954,,
880,香榭DC.6,,47~49,台南市安南區地政事務所後方,台南市安南區地政事務所後方,https://tainan.housetube.tw/41942,,
881,真合邑6,,47.8~62.2,台南市佳里區同安寮18-05號旁,台南市佳里區同安寮18-05號旁,https://tainan.housetube.tw/41937,,
882,皇品,,87,關廟區巡府路,關廟區巡府路,https://tainan.housetube.tw/41935,22.9604796,120.3279872
883,綠品苑,,57~75,麻豆區民族路24號正對面,麻豆區民族路24號正對面,https://tainan.housetube.tw/41934,,
884,巷寓所,,位址:,…,未提供,https://tainan.housetube.tw/41924,34.2338993,135.177091
885,幾何6,,48.9~57.87,台南市永康區大灣三街21巷38號對面,台南市永康區大灣三街21巷38號對面,https://tainan.housetube.tw/41920,,
886,宸家 / 怡安盛市2,,63.3~74.2,台南市安南區長溪路一段168巷,台南市安南區長溪路一段168巷,https://tainan.housetube.tw/41902,23.039222,120.207631
887,騰太典藏,,64~82,台南市安南區城安三街19號,台南市安南區城安三街19號,https://tainan.housetube.tw/41899,23.0644243,120.1301422
888,德善101,,60.2起,台南市仁德區德善路95號對面,台南市仁德區德善路95號對面,https://tainan.housetube.tw/41868,23.109964,120.301152
889,高誠磐石,,74,台南市學甲區綿和路20號旁,台南市學甲區綿和路20號旁,https://tainan.housetube.tw/41867,23.109964,120.301152
890,大禾,,49~62,新營區新北五街,新營區新北五街,https://tainan.housetube.tw/41861,23.3118077,120.3025113
891,晨夏,,45~57,台南市安南區城北街871巷,台南市安南區城北街871巷,https://tainan.housetube.tw/41854,,
892,初玥,,68~73,台南市鹽水區文武街(武廟段132-4地號),台南市鹽水區文武街(武廟段132-4地號),https://tainan.housetube.tw/41832,23.109964,120.301152
893,加賀屋3,,位址:,首購,台南市仁德區太子北路,https://tainan.housetube.tw/41827,23.109964,120.301152
894,文元洸庭,,93,台南市北區文賢三街337巷37號,台南市北區文賢三街337巷37號,https://tainan.housetube.tw/38723,23.109964,120.301152
895,南君逸墅,,位址:,首購,台南市北區小北路27巷53號,https://tainan.housetube.tw/41812,23.0071,120.20822
896,福上億典藏,,109.43,台南市永康區永信路22巷20號,台南市永康區永信路22巷20號,https://tainan.housetube.tw/41809,24.905947,121.273411
897,春福天駅,,22~31,台南市歸仁區歸仁大道＆歸仁五路交叉口,台南市歸仁區歸仁大道＆歸仁五路交叉口,https://tainan.housetube.tw/41806,23.109964,120.301152
898,泊森,,61~73,台南市安南區仁安四街57號,台南市安南區仁安四街57號,https://tainan.housetube.tw/41800,23.0506858,120.1815714
899,青石居2,,44.96,台南市永康區龍國街550巷旁,台南市永康區龍國街550巷旁,https://tainan.housetube.tw/41775,,
900,京品雅築NO.3,,48.5~57,台南市鹽水區義稠,台南市鹽水區義稠,https://tainan.housetube.tw/41765,23.325941,120.255912
901,涵碧館12,,55,安中路四段290巷291弄37號,安中路四段290巷291弄37號,https://tainan.housetube.tw/41756,23.0534424,120.1702895
902,墅時光,,未提供,東山龍鳳三街、文賢街口,東山龍鳳三街、文賢街口,https://tainan.housetube.tw/41736,,
903,尚義峰碩2,,位址:,近公園,台南市新營區復興路511巷,https://tainan.housetube.tw/41735,23.3047285,120.297105
904,綠園道3,,58.97~70.62,台南市關廟區松平街56巷,台南市關廟區松平街56巷,https://tainan.housetube.tw/41726,22.9583232,120.3370403
905,和風,,72.47,安南區育安街137號,安南區育安街137號,https://tainan.housetube.tw/41704,,
906,席揚東館,,104.11,東門路三段179巷105號,東門路三段179巷105號,https://tainan.housetube.tw/41702,22.9777312,120.2356343
907,嵩發砌韻,,位址:,社區,安南區安中路四段197巷,https://tainan.housetube.tw/41686,23.0496645,120.1682247
908,薈萃居6,,81~93,台南市安南區樂活二街 (國安段1706-3地號),台南市安南區樂活二街 (國安段1706-3地號),https://tainan.housetube.tw/41658,,
909,金莎麗緻11,,未提供,未提供,未提供,https://tainan.housetube.tw/41657,34.2338993,135.177091
910,鑫滿意,,53~67,台南市安南區城安東街25巷2號,台南市安南區城安東街25巷2號,https://tainan.housetube.tw/41656,25.223935,121.478332
911,永大富琚,,31~55,位址:,永康區永善路127號,https://tainan.housetube.tw/41639,23.016176,120.2601589
912,森鄰,,未提供,新市生態休閒公園直走就到,新市生態休閒公園直走就到,https://tainan.housetube.tw/41635,,
913,佳鋐首邑,,位址:,近夜市,台南市東區文化三街、文化一街,https://tainan.housetube.tw/41627,,
914,天鑽,,54~68,台南市永康區王行路1060巷18號,台南市永康區王行路1060巷18號,https://tainan.housetube.tw/41626,,
915,家多美6,,61,台南市安南區府安路五段11巷93弄1號對面,台南市安南區府安路五段11巷93弄1號對面,https://tainan.housetube.tw/41620,,
916,鑫金鑽,,未提供,位址:,關廟區農會供銷部旁,https://tainan.housetube.tw/41610,,
917,佳裕禾樂7,,57.2~60,台南市安南區淵西路197號,台南市安南區淵西路197號,https://tainan.housetube.tw/41602,23.0546242,120.1662209
918,天生贏家6,,未提供,未提供,未提供,https://tainan.housetube.tw/41586,34.2338993,135.177091
919,祥洲天闊,,73,台南市鹽水區歡雅26號(轉進7-11旁道路),台南市鹽水區歡雅26號(轉進7-11旁道路),https://tainan.housetube.tw/41534,,
920,八達居12,,49~59,新化區大新路131巷47號,新化區大新路131巷47號,https://tainan.housetube.tw/41513,23.037758,120.29891
921,我的家27,,40.58~41.75,台南市西港區後營段141地號,台南市西港區後營段141地號,https://tainan.housetube.tw/41509,23.109964,120.301152
922,宸新居2,,55~59,台南市佳里區佳化一街67巷12號,台南市佳里區佳化一街67巷12號,https://tainan.housetube.tw/41505,,
923,薪元墅3,,65~75,台南市安定區中沙里3鄰中崙117-1號,台南市安定區中沙里3鄰中崙117-1號,https://tainan.housetube.tw/41497,25.04851,121.521213
924,鄰語堂3,,位址:,明星學區,台南市仁德區太子二街41巷,https://tainan.housetube.tw/41470,22.9902069,120.2627087
925,儷城欣欣2,,82~84,育平一街,育平一街,https://tainan.housetube.tw/41448,22.985707,120.165339
926,宸新居1,,59~63,台南市麻豆區興國路49巷3-5號,台南市麻豆區興國路49巷3-5號,https://tainan.housetube.tw/41401,25.084556,121.856438
927,吉億擁恆3,,未提供,麻豆區龍泉段449地號,麻豆區龍泉段449地號,https://tainan.housetube.tw/41395,23.18556,120.24528
928,璽泰･泰美2,,57~74,台南市永康區龍國街(近龍中街口),台南市永康區龍國街(近龍中街口),https://tainan.housetube.tw/41387,,
929,九鼎獨秀,,136,台南市西港區溪埔寮35之51號(新吉工業區),台南市西港區溪埔寮35之51號(新吉工業區),https://tainan.housetube.tw/41365,23.085436,120.189806
930,X-Haus,,位址:,首購,台南市歸仁區文化街三段&文化十二街交叉口,https://tainan.housetube.tw/41335,22.9704964,120.2843071
931,香榭DC.5,,位址:,社區,台南市安南區地政事務所後方,https://tainan.housetube.tw/41331,,
932,宇森天晴6,,未提供,永康區自強路379巷17號,永康區自強路379巷17號,https://tainan.housetube.tw/41327,23.02444,120.25556
933,和宜仁和,,位址:,首購,台南市東區文化路&文化二街口,https://tainan.housetube.tw/41305,22.9770066,120.2319218
934,安定小時光8,,位址:,社區,台南市安定區中沙段873地號,https://tainan.housetube.tw/41293,,
935,品承Area Top,,未提供,永康區永中街2-1號,永康區永中街2-1號,https://tainan.housetube.tw/41292,23.0245295,120.2577956
936,慕沁庭,,102.57,安南區國安段 [安南區永續八街37號],安南區國安段 [安南區永續八街37號],https://tainan.housetube.tw/41277,23.018023,120.180646
937,花巷草弄NO.31,,42.14~45.3,台南市學甲區東興街65號斜對面,台南市學甲區東興街65號斜對面,https://tainan.housetube.tw/41275,24.681992,120.882491
938,佳南寬庭,,67.76~68.86,台南市佳里區佳南路307巷30弄2號,台南市佳里區佳南路307巷30弄2號,https://tainan.housetube.tw/41254,,
939,臻品2期,,未提供,安南區慈興路175號,安南區慈興路175號,https://tainan.housetube.tw/41208,,
940,承安永平8,,位址:,社區,台南市新市區華美段501號,https://tainan.housetube.tw/41207,25.145188,121.494732
941,大隆風範10,,110~135,永華十一街(億載國小旁),永華十一街(億載國小旁),https://tainan.housetube.tw/41197,22.991996,120.16202
942,大隆風範9,,48,位址:,永華二街,https://tainan.housetube.tw/41195,22.987201,120.184288
943,大隆風範7,,130~165,建平一街250號,建平一街250號,https://tainan.housetube.tw/41193,,
944,飛凰,,未提供,位址:,台南市安南區安富街27號,https://tainan.housetube.tw/41177,23.0274651,120.2008511
945,筑美麗3,,位址:,低自備,善化區灣裡段1174-0000地號,https://tainan.housetube.tw/41169,23.130849,120.30659
946,植風景,,未提供,未提供,未提供,https://tainan.housetube.tw/41155,34.2338993,135.177091
947,霞飛3,,84.25~104.09,台南市中西區西賢一街187巷81~99號,台南市中西區西賢一街187巷81~99號,https://tainan.housetube.tw/41149,23.109964,120.301152
948,幸福佳里,,43~49,台南市佳里區佳里興,台南市佳里區佳里興,https://tainan.housetube.tw/41148,23.1896332,120.1880058
949,清境莊園5,,未提供,台南市麻豆區 前後班段365-26~365-34地號,台南市麻豆區 前後班段365-26~365-34地號,https://tainan.housetube.tw/41129,,
950,宇森天晴7,,53~56,未提供,未提供,https://tainan.housetube.tw/41123,34.2338993,135.177091
951,非凡原墅27,,41.4~48.4,台南市官田區復興街138號對面,台南市官田區復興街138號對面,https://tainan.housetube.tw/41119,,
952,天璽6,,62.5~65.5,安南區海東一街36號,安南區海東一街36號,https://tainan.housetube.tw/41113,,
953,德善會邸,,未提供,仁德區德善路65號,仁德區德善路65號,https://tainan.housetube.tw/41105,22.9496832,120.2523416
954,左岸森活,,46起,西港辰安護理之家右轉,西港辰安護理之家右轉,https://tainan.housetube.tw/41092,,
955,呈豐日日27,,未提供,未提供,未提供,https://tainan.housetube.tw/41079,34.2338993,135.177091
956,新穎ㄧ方境,,位址:,首購,台南市麻豆區民權路91巷7號旁,https://tainan.housetube.tw/41041,,
957,禾豐永樂,,未提供,台南市西港區大塭寮,台南市西港區大塭寮,https://tainan.housetube.tw/41027,23.1046755,120.1779183
958,時坴,,位址:,社區,台南市南區金華路一段352巷141弄,https://tainan.housetube.tw/40987,22.9682341,120.19371
959,尚暘天喆,,未提供,未提供,未提供,https://tainan.housetube.tw/40981,34.2338993,135.177091
960,森活城堡,,68~102,客子寮,客子寮,https://tainan.housetube.tw/40957,23.2161006,120.2162909
961,大灣甄品,,56~91,台南市永康區大灣路53-8號,台南市永康區大灣路53-8號,https://tainan.housetube.tw/40907,23.01177,120.270924
962,富苑,,92.28~101.23,安南區安富街21巷28號,安南區安富街21巷28號,https://tainan.housetube.tw/40900,,
963,連建沐白,,57~81,安平區 州平二街,安平區 州平二街,https://tainan.housetube.tw/40867,22.9970541,120.1513229
964,心欣怡園,,92~98,台南市麻豆區新生南路375號,台南市麻豆區新生南路375號,https://tainan.housetube.tw/40844,,
965,正新邸家,,位址:,首購,台南市新化區正新路376~392號,https://tainan.housetube.tw/40819,23.0368,120.30625
966,合恆紳鄰2,,45~62,台南市安南區安中路四段211巷26弄51號,台南市安南區安中路四段211巷26弄51號,https://tainan.housetube.tw/40801,,
967,樂成家,,位址:,低總價,台南市仁德區保安三甲社區,https://tainan.housetube.tw/40800,,
968,City Life,,未提供,位址:,西港區新興街8-30號,https://tainan.housetube.tw/40793,52.412196,4.792531
969,臺邦優悅,,63起,謝厝寮段,謝厝寮段,https://tainan.housetube.tw/40788,,
970,富寓人生12期,,87~88,安平區健康一街71巷7~13號,安平區健康一街71巷7~13號,https://tainan.housetube.tw/40769,,
971,興國MODEL,,54~63,麻豆區興國路31巷,麻豆區興國路31巷,https://tainan.housetube.tw/40768,23.1802164,120.2484971
972,家薪2,,39.74~45.35,台南市七股區竹橋段32地號,台南市七股區竹橋段32地號,https://tainan.housetube.tw/40753,,
973,堡湖天下6期,,30.45~35.67,位址:,西港區八份,https://tainan.housetube.tw/40745,23.1262591,120.1963994
974,薈萃居5,,30~38.5,位址:,安南區溪東段1664、1664-1、1664-2地號,https://tainan.housetube.tw/40731,,
975,皇邑歸仁,,位址:,社區,歸仁區保大路二段170巷,https://tainan.housetube.tw/40730,,
